Link,Judul,Kecamatan,Lahan Parkir,Kamar Tidur,Kamar Mandi,Luas Bangunan,Luas Tanah,Harga
https://www.lamudi.co.id/jual/jawa-barat/bandung/cluster-sanggar-kencana-soekarno-hatta-bandung-kot-172179597116/,"Cluster Sanggar Kencana - Soekarno Hatta Bandung Kota, Murah",Antapani,0.0,3.0,3.0,170.0,149.0,990000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/sayap-dago-dekat-itb-bandung-kota-siap-huni-murah-172179481516/,"Sayap Dago dekat ITB - Bandung Kota, Siap Huni, Murah",Antapani,0.0,3.0,3.0,200.0,140.0,2300000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/turangga-buahbatu-bandung-kota-dekat-taman-siap-hu-172179199664/,"Turangga Buahbatu Bandung Kota, Dekat Taman, Siap Huni, Murah",Antapani,0.0,4.0,3.0,210.0,310.0,3500000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-baru-bagus-siap-huni-di-area-sudirman-andir-172164084656/,Rumah Baru Bagus Siap Huni Di Area Sudirman Andir Kota Bandung SHM,Antapani,1.0,3.0,2.0,61.0,81.0,1050000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/diskon-300jt-rumah-dago-nuansa-villa-akses-jl-leba-172163925065/,Diskon 300jt rumah dago nuansa villa akses jl lebar,Antapani,2.0,3.0,3.0,115.0,116.0,2349000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/diskon-300jt-rumah-dago-nuansa-villa-akses-jl-leba-172163916847/,Diskon 300jt rumah dago nuansa villa akses jl lebar,Antapani,1.0,3.0,2.0,114.0,115.0,2349000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-baru-luas-di-buah-batu-cijagra-bandung-172163642138/,Rumah baru luas di buah batu cijagra bandung,Antapani,2.0,4.0,3.0,120.0,120.0,2450000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/cocok-untuk-yang-suka-liburan-diluar-kota-bisa-dij-172163296345/,Cocok Untuk Yang Suka Liburan Diluar Kota Bisa Dijadikan Rumah Singgah,Antapani,0.0,3.0,4.0,250.0,84.0,1500000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/miliki-sekarang-juga-rumah-mewah-dikawasan-yang-ad-172163225064/,Miliki Sekarang Juga Rumah Mewah Dikawasan Yang Adem Dan Asri,Antapani,0.0,5.0,4.0,300.0,533.0,7500000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-tengah-kota-bandung-jl-terate-kosambi-strate-172156700476/,rumah tengah kota bandung jl terate kosambi strategis,Antapani,0.0,10.0,6.0,788.0,906.0,12000000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-dijual-di-jalan-riau-kota-bandung-rumah-siap-172154530762/,RUMAH DIJUAL DI JALAN RIAU KOTA BANDUNG RUMAH SIAP HUNI TERAWAT JUAL,Antapani,0.0,5.0,3.0,250.0,292.0,7500000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-rumah-terawat-sayap-riau-bandung-kota-7-kt-172154497016/,Dijual Rumah Terawat Sayap Riau Bandung Kota 7 KT 3KM Jual,Antapani,0.0,7.0,3.0,130.0,208.0,6000000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-untuk-usaha-mainroad-sayap-riau-dekat-kawasa-172154463443/,"Rumah Untuk Usaha, Mainroad Sayap Riau Dekat Kawasan Bisnis Kosambi",Antapani,0.0,7.0,5.0,250.0,170.0,5750000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-rumah-model-klasik-pusat-kota-di-sayap-jala-172128686596/,Dijual Rumah Model Klasik Pusat Kota di Sayap Jalan Sunda Bandung,Antapani,0.0,9.0,4.0,500.0,390.0,8350000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-cantik-minimalis-di-cigadung-dalam-cluster-d-172119186819/,Rumah Cantik Minimalis Di Cigadung dalam Cluster dgn Taman Belakang,Antapani,0.0,3.0,3.0,180.0,300.0,4200000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/kircon-mainroad-dekat-kiara-park-bandung-kota-shm-172119022722/,"Kircon Mainroad Dekat Kiara Park Bandung Kota, SHM, Cocok Untuk Usaha",Antapani,0.0,3.0,1.0,143.0,229.0,4500000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/termurah-di-sayap-riau-kota-bandung-17211708520/,termurah di sayap Riau kota Bandung,Antapani,0.0,6.0,2.0,190.0,230.0,5200000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-baru-readstok-sayap-pasteur-surya-sumantri-b-172114446986/,RUMAH BARU READSTOK SAYAP PASTEUR SURYA SUMANTRI BANDUNG DKT MARANATHA,Antapani,2.0,5.0,4.0,172.0,133.0,3390000000
