,Kamar Tidur,Kamar Mandi,Luas Bangunan,Luas Tanah,Harga
685,4.0,2.0,100.0,98.0,1100000000
686,6.0,4.0,220.0,140.0,1950000000
687,3.0,2.0,78.0,109.0,950000000
688,5.0,3.0,240.0,144.0,1522000000
689,3.0,2.0,136.0,120.0,1100000000
690,2.0,1.0,60.0,93.0,900001000
691,4.0,2.0,102.0,98.0,1100000000
692,4.0,2.0,101.0,98.0,1100000000
693,4.0,2.0,100.0,98.0,990000000
694,2.0,1.0,52.0,87.0,1400000000
695,4.0,2.0,100.0,98.0,990000000
696,4.0,2.0,100.0,98.0,990000000
697,4.0,2.0,100.0,98.0,995000000
698,4.0,2.0,100.0,98.0,990000000
699,2.0,1.0,52.0,98.0,575000000
700,4.0,2.0,98.0,100.0,995000000
701,5.0,4.0,420.0,320.0,3300000000
702,3.0,3.0,105.0,70.0,1145000000
703,4.0,3.0,225.0,243.0,1950000000
704,2.0,1.0,42.0,72.0,900000000
705,2.0,1.0,50.0,72.0,775000000
706,3.0,3.0,200.0,119.0,1800000000
707,2.0,1.0,38.0,64.0,620000000
709,5.0,3.0,180.0,268.0,3500000000
710,2.0,1.0,45.0,96.0,1300000000
711,2.0,1.0,45.0,90.0,875000000
712,4.0,3.0,250.0,119.0,3500000000
713,3.0,3.0,90.0,107.0,1300000000
714,2.0,1.0,48.0,98.0,575000000
715,2.0,1.0,80.0,130.0,1800000000
716,5.0,4.0,244.0,150.0,2100000000
717,4.0,4.0,144.0,93.0,1200000000
718,2.0,1.0,47.0,98.0,575000000
719,3.0,3.0,110.0,80.0,1375000000
720,5.0,4.0,160.0,212.0,1200000000
721,3.0,2.0,83.0,86.0,1300000000
722,2.0,1.0,55.0,60.0,650000000
723,4.0,3.0,133.0,120.0,1700000000
724,2.0,1.0,45.0,98.0,575000000
725,5.0,4.0,150.0,279.0,2800000000
726,2.0,1.0,48.0,78.0,565000000
727,4.0,3.0,202.0,109.0,1985000000
728,4.0,3.0,202.0,109.0,2250000000
729,2.0,1.0,42.0,89.0,1190000000
730,3.0,2.0,80.0,72.0,1050000000
731,2.0,1.0,100.0,240.0,2400000000
732,5.0,3.0,237.0,256.0,3150000000
733,4.0,2.0,110.0,168.0,2100000000
734,3.0,3.0,98.0,107.0,1300000000
735,5.0,4.0,150.0,142.0,2650000000
736,3.0,2.0,108.0,90.0,900000000
737,4.0,3.0,202.0,109.0,1985000000
738,2.0,1.0,50.0,72.0,775000000
739,6.0,4.0,180.0,100.0,1200000000
740,5.0,3.0,200.0,150.0,2200000000
741,2.0,2.0,69.0,60.0,768900000
742,9.0,2.0,300.0,150.0,1450000000
745,2.0,1.0,130.0,80.0,1800000000
746,2.0,1.0,36.0,60.0,173500000
747,5.0,3.0,237.0,256.0,3150000000
748,4.0,3.0,202.0,109.0,2250000000
749,7.0,4.0,250.0,239.0,3500000000
751,2.0,1.0,62.0,37.0,171000000
752,3.0,3.0,80.0,90.0,700000000
753,3.0,2.0,73.0,71.0,730000300
754,4.0,3.0,203.0,151.0,1550000000
755,3.0,2.0,90.0,104.0,850000000
756,3.0,3.0,90.0,84.0,1175000000
758,3.0,2.0,90.0,104.0,849000000
759,5.0,3.0,256.0,237.0,2900000000
761,5.0,5.0,223.0,248.0,3200000000
762,4.0,2.0,200.0,120.0,1500000000
763,4.0,3.0,202.0,109.0,2450000000
764,3.0,3.0,200.0,200.0,2500000000
765,3.0,1.0,60.0,96.0,800000000
766,4.0,2.0,90.0,90.0,1200000000
767,5.0,3.0,240.0,174.0,1950000000
768,4.0,3.0,242.0,121.0,1100000000
769,5.0,3.0,205.0,168.0,1800000000
770,3.0,5.0,240.0,157.0,3200000000
771,3.0,3.0,108.0,108.0,1350000000
772,4.0,2.0,130.0,232.0,1650000000
773,4.0,3.0,160.0,126.0,2150000000
774,5.0,3.0,180.0,268.0,3500000000
775,5.0,3.0,320.0,280.0,2950000000
776,3.0,2.0,71.0,71.0,730000000
777,3.0,3.0,91.0,107.0,1300000000
778,4.0,3.0,220.0,256.0,2900000000
779,4.0,4.0,310.0,270.0,3300000000
780,4.0,2.0,150.0,118.0,2200000000
781,3.0,1.0,93.0,137.0,800000000
782,5.0,2.0,130.0,140.0,430000000
783,2.0,1.0,30.0,40.0,145000000
784,3.0,1.0,100.0,75.0,700000000
785,4.0,3.0,140.0,108.0,1250000000
786,5.0,2.0,160.0,90.0,1100000000
787,2.0,1.0,60.0,90.0,275000000
788,3.0,1.0,60.0,198.0,1400000000
789,3.0,3.0,120.0,105.0,1500000000
790,4.0,3.0,202.0,109.0,1985000000
792,1.0,1.0,50.0,90.0,698000000
793,5.0,3.0,320.0,280.0,3000000000
794,5.0,2.0,150.0,120.0,995000000
795,2.0,2.0,136.0,98.0,1250000000
796,3.0,2.0,115.0,135.0,1750000000
797,3.0,2.0,130.0,108.0,995000000
798,3.0,3.0,188.0,120.0,1575000000
799,2.0,2.0,60.0,66.0,693000000
800,2.0,1.0,50.0,97.0,1000000000
801,3.0,3.0,100.0,80.0,1350000000
802,3.0,3.0,194.0,112.0,849000000
803,4.0,3.0,190.0,112.0,1195000000
804,5.0,4.0,150.0,308.0,2600000000
805,3.0,2.0,100.0,115.0,1395000000
806,2.0,2.0,72.0,50.0,980000000
807,2.0,1.0,70.0,108.0,1050000000
808,2.0,2.0,68.0,97.0,780000000
809,3.0,2.0,160.0,80.0,1400000000
810,6.0,3.0,450.0,400.0,3000000000
811,2.0,2.0,50.0,61.0,490000000
812,4.0,3.0,144.0,275.0,1250000000
813,4.0,4.0,125.0,83.0,1949842175
814,3.0,2.0,84.0,86.0,1300000000
815,5.0,4.0,244.0,150.0,2100000000
816,4.0,4.0,220.0,140.0,1650000000
817,4.0,3.0,200.0,144.0,1300000000
818,2.0,2.0,50.0,72.0,1200000000
819,4.0,3.0,275.0,144.0,1250000000
820,5.0,2.0,120.0,90.0,849000000
821,3.0,2.0,70.0,168.0,1400000000
822,3.0,3.0,65.0,71.0,1200000000
823,3.0,2.0,72.0,142.0,1800000000
824,4.0,3.0,212.0,256.0,2900000000
826,1.0,2.0,170.0,90.0,2800000000
827,4.0,4.0,155.0,120.0,1350000000
829,3.0,2.0,150.0,99.0,1100000000
830,1.0,1.0,55.0,90.0,750000000
831,2.0,1.0,50.0,102.0,1100000000
832,3.0,2.0,120.0,170.0,1290000000
834,3.0,2.0,120.0,170.0,1250000000
835,2.0,2.0,75.0,112.0,875000000
836,5.0,3.0,180.0,240.0,2200000000
837,4.0,1.0,120.0,64.0,525000000
838,4.0,4.0,143.0,93.0,1900000000
839,4.0,3.0,240.0,156.0,1800000000
840,5.0,5.0,250.0,192.0,1800000000
841,4.0,2.0,250.0,121.0,1300000000
842,3.0,3.0,120.0,105.0,1500000000
843,3.0,2.0,94.0,104.0,815000000
845,3.0,3.0,136.0,98.0,1450000000
846,3.0,3.0,140.0,108.0,1250000000
847,3.0,3.0,105.0,93.0,1600000000
848,2.0,1.0,120.0,72.0,450000000
849,2.0,2.0,115.0,128.0,947000000
850,3.0,3.0,140.0,169.0,2100000000
851,2.0,1.0,120.0,72.0,475000000
852,3.0,2.0,83.0,86.0,1350000000
853,3.0,2.0,83.0,86.0,1300000000
854,4.0,2.0,150.0,115.0,1600000000
855,5.0,3.0,120.0,180.0,1700000000
856,3.0,2.0,140.0,122.0,1900000000
857,4.0,4.0,250.0,165.0,3450000000
858,4.0,3.0,200.0,140.0,2600000000
859,2.0,2.0,50.0,72.0,1100000000
860,3.0,2.0,101.0,102.0,1150000000
861,2.0,1.0,55.0,92.0,900000000
862,2.0,2.0,50.0,60.0,590000000
863,2.0,2.0,60.0,72.0,749900000
864,3.0,1.0,150.0,120.0,1450000000
865,3.0,3.0,105.0,93.0,1650000000
866,4.0,3.0,275.0,144.0,1650000000
867,2.0,1.0,30.0,40.0,145000000
868,4.0,3.0,120.0,168.0,2100000000
869,2.0,2.0,110.0,112.0,1500000000
870,3.0,2.0,120.0,142.0,1500000000
871,4.0,3.0,125.0,83.0,1980000000
872,2.0,2.0,50.0,72.0,1200000000
873,7.0,4.0,200.0,270.0,1400000000
874,7.0,5.0,300.0,105.0,2400000000
875,3.0,2.0,120.0,144.0,1500000000
876,4.0,2.0,150.0,115.0,1600000000
877,5.0,3.0,155.0,136.0,1850000000
878,3.0,2.0,140.0,165.0,1700000000
879,3.0,3.0,200.0,157.0,3200000000
880,4.0,2.0,220.0,140.0,1650000000
881,3.0,2.0,120.0,144.0,1650000000
882,4.0,2.0,150.0,115.0,1600000000
883,2.0,2.0,126.0,140.0,950000000
884,3.0,2.0,84.0,84.0,750000000
885,4.0,1.0,86.0,96.0,825000000
886,3.0,3.0,80.0,84.0,1025000000
887,2.0,2.0,45.0,45.0,479000000
888,2.0,1.0,80.0,107.0,1100000000
889,3.0,3.0,176.0,136.0,1850000000
890,4.0,3.0,120.0,74.0,1050000000
891,5.0,2.0,170.0,189.0,2200000000
892,2.0,2.0,45.0,50.0,430000000
893,4.0,2.0,115.0,105.0,1000000000
894,4.0,3.0,147.0,167.0,2400000000
895,5.0,3.0,236.0,168.0,2400000000
896,2.0,1.0,50.0,72.0,750000000
897,2.0,1.0,40.0,70.0,785000000
898,2.0,2.0,50.0,72.0,1200000000
899,7.0,7.0,200.0,215.0,2800000000
900,3.0,2.0,80.0,89.0,1050000000
901,4.0,3.0,197.0,230.0,2450000000
902,3.0,2.0,70.0,104.0,815000000
903,6.0,4.0,300.0,168.0,2500000000
904,4.0,4.0,140.0,215.0,3250000000
905,3.0,2.0,260.0,150.0,2400000000
906,5.0,3.0,135.0,155.0,1850000000
907,5.0,3.0,155.0,135.0,1849000000
908,3.0,3.0,160.0,122.0,1650000000
909,2.0,1.0,72.0,96.0,650000000
912,3.0,1.0,50.0,102.0,1100000000
913,3.0,1.0,90.0,60.0,575000000
914,2.0,1.0,37.0,84.0,480000000
915,3.0,2.0,1001.0,135.0,1600000000
916,4.0,3.0,110.0,120.0,1400000000
918,4.0,2.0,190.0,231.0,1600000000
919,3.0,3.0,160.0,122.0,1450000000
920,3.0,1.0,110.0,120.0,1400000000
921,4.0,2.0,130.0,72.0,790000000
922,2.0,1.0,55.0,90.0,975000000
923,5.0,3.0,260.0,174.0,1800000000
924,3.0,3.0,80.0,90.0,1450000000
925,4.0,3.0,225.0,135.0,2000000000
926,5.0,3.0,180.0,240.0,2500000000
927,2.0,2.0,60.0,106.0,875000000
928,4.0,2.0,75.0,105.0,875000000
929,3.0,2.0,107.0,90.0,1395000000
930,2.0,1.0,45.0,72.0,799000000
931,3.0,2.0,100.0,90.0,1250000000
932,2.0,2.0,45.0,53.0,574000000
933,3.0,1.0,45.0,90.0,950000000
934,3.0,3.0,160.0,126.0,2100000000
935,2.0,1.0,45.0,72.0,825000000
936,2.0,1.0,50.0,72.0,825000000
937,2.0,1.0,2.0,130.0,1950000000
938,3.0,2.0,244.0,225.0,3000000000
939,4.0,3.0,143.0,167.0,2400000000
941,3.0,2.0,120.0,180.0,1700000000
942,2.0,2.0,110.0,126.0,995000000
943,3.0,1.0,89.0,127.0,1200000000
944,6.0,5.0,150.0,308.0,2600000000
945,2.0,1.0,56.0,73.0,580000000
946,3.0,1.0,60.0,198.0,1400000000
947,4.0,2.0,140.0,102.0,1400000000
948,2.0,2.0,61.0,72.0,750000000
949,4.0,1.0,86.0,96.0,850000000
950,2.0,2.0,110.0,120.0,1190000000
951,11.0,3.0,160.0,120.0,2200000000
952,3.0,2.0,133.0,149.0,1100000000
953,4.0,2.0,156.0,78.0,795000000
954,3.0,3.0,98.0,139.0,1500000000
955,5.0,2.0,140.0,120.0,1700000000
956,4.0,2.0,200.0,130.0,2700000000
957,5.0,2.0,100.0,163.0,1500000000
958,2.0,1.0,80.0,130.0,1950000000
959,2.0,2.0,80.0,85.0,1205000000
960,4.0,2.0,90.0,84.0,1999000000
961,2.0,2.0,60.0,104.0,800000000
962,3.0,3.0,80.0,90.0,775000000
964,7.0,3.0,264.0,194.0,2700000000
965,4.0,2.0,180.0,97.0,1650000000
966,3.0,3.0,88.0,90.0,1395000000
968,3.0,2.0,120.0,98.0,900000000
969,4.0,2.0,100.0,105.0,1900000000
970,2.0,1.0,70.0,100.0,700000000
972,2.0,2.0,100.0,112.0,1300000000
973,3.0,2.0,110.0,120.0,1190000000
974,4.0,3.0,180.0,130.0,1500000000
975,3.0,3.0,120.0,109.0,1600000000
976,3.0,3.0,220.0,96.0,1400000000
977,3.0,1.0,100.0,72.0,695000000
978,3.0,2.0,150.0,105.0,1600000000
979,3.0,2.0,90.0,113.0,875000000
980,2.0,2.0,70.0,107.0,1350000000
981,3.0,3.0,100.0,140.0,925000000
982,3.0,2.0,111.0,120.0,1200000000
983,3.0,2.0,120.0,147.0,1850000000
984,2.0,2.0,110.0,126.0,1250000000
985,4.0,3.0,227.0,300.0,2990000000
986,4.0,4.0,100.0,139.0,1500000000
987,3.0,2.0,65.0,102.0,960000000
988,5.0,2.0,190.0,231.0,1600000000
989,4.0,2.0,190.0,231.0,1600000000
990,5.0,2.0,120.0,105.0,830000000
991,2.0,1.0,49.0,73.0,795000000
992,5.0,2.0,120.0,106.0,830000000
993,5.0,3.0,109.0,242.0,3300000000
994,3.0,2.0,90.0,105.0,1295000000
995,4.0,2.0,108.0,240.0,2472000000
996,4.0,3.0,120.0,68.0,1090000000
998,2.0,1.0,43.0,72.0,800000000
999,5.0,2.0,187.0,112.0,1475000000
1000,4.0,4.0,143.0,102.0,1900000000
1001,4.0,4.0,165.0,133.0,1890000000
1002,2.0,1.0,50.0,75.0,925000000
1003,3.0,3.0,105.0,70.0,1385000000
1004,5.0,2.0,250.0,180.0,2700000000
1006,5.0,3.0,136.0,133.0,850000000
1007,4.0,2.0,120.0,168.0,1500000000
1008,9.0,5.0,239.0,181.0,3000000000
1010,8.0,8.0,300.0,200.0,1650000000
1011,4.0,2.0,100.0,168.0,1300000000
1012,3.0,2.0,200.0,120.0,925000000
1013,4.0,2.0,170.0,128.0,1500000000
1014,2.0,1.0,60.0,105.0,1400000000
1015,5.0,3.0,240.0,150.0,1800000009
1016,5.0,4.0,120.0,144.0,1750000000
1017,4.0,2.0,100.0,98.0,1100000000
1018,3.0,2.0,100.0,133.0,1500000000
1019,3.0,1.0,84.0,78.0,750000000
1020,2.0,1.0,40.0,73.0,475000000
1021,3.0,2.0,61.0,91.0,703000000
1022,4.0,3.0,125.0,90.0,1985000000
1023,5.0,3.0,220.0,120.0,1700000000
1024,4.0,2.0,190.0,257.0,2500000000
1025,3.0,2.0,93.0,129.0,1700000000
1026,2.0,2.0,50.0,62.0,616000000
1027,2.0,2.0,51.0,62.0,715006900
1030,3.0,2.0,83.0,86.0,1300000000
1032,4.0,3.0,200.0,140.0,2600000000
1033,4.0,2.0,198.0,120.0,1650000000
1034,5.0,3.0,276.0,183.0,2200000000
1035,4.0,2.0,130.0,169.0,1400000000
1037,2.0,3.0,120.0,150.0,1300000000
1038,3.0,1.0,120.0,168.0,1300000000
1039,3.0,2.0,120.0,180.0,1700000000
1040,3.0,4.0,240.0,305.0,3300000000
1041,3.0,1.0,100.0,122.0,975000000
1042,3.0,3.0,200.0,134.0,1500000000
1043,3.0,2.0,120.0,188.0,1620000000
1044,5.0,2.0,150.0,90.0,1099000000
1045,3.0,2.0,120.0,170.0,1290000000
1046,5.0,1.0,90.0,150.0,1490000000
1047,4.0,2.0,120.0,117.0,950000000
1048,3.0,2.0,150.0,90.0,1250000000
1049,2.0,2.0,62.0,38.0,550000000
1050,3.0,1.0,60.0,198.0,1450000000
1051,4.0,5.0,240.0,305.0,3300000000
1052,4.0,3.0,200.0,315.0,3500000000
1053,6.0,3.0,180.0,90.0,985000000
1054,5.0,2.0,180.0,90.0,975000000
1055,2.0,1.0,60.0,135.0,699000000
1056,3.0,2.0,112.0,67.0,1100000000
1057,4.0,4.0,144.0,96.0,1200000000
1059,3.0,2.0,87.0,78.0,895000000
1060,5.0,4.0,154.0,105.0,1650000000
1061,4.0,2.0,150.0,140.0,1300000000
1062,4.0,3.0,115.0,135.0,2000000000
1063,4.0,3.0,197.0,230.0,2400000000
1064,3.0,2.0,100.0,100.0,1375000000
1065,3.0,1.0,100.0,140.0,950000000
1067,4.0,2.0,180.0,200.0,1800000000
1068,3.0,2.0,150.0,100.0,1250000000
1069,10.0,5.0,200.0,140.0,1500000000
1070,4.0,2.0,154.0,108.0,1400000000
1071,4.0,2.0,150.0,75.0,975000000
1072,10.0,4.0,180.0,90.0,1250000000
1073,3.0,2.0,90.0,137.0,1250000000
1074,2.0,1.0,45.0,120.0,750000000
1075,2.0,1.0,45.0,79.0,675000000
1076,3.0,2.0,75.0,84.0,865000000
1077,3.0,3.0,88.0,108.0,1350000000
1078,2.0,1.0,41.0,100.0,995000000
1079,4.0,2.0,120.0,72.0,950000000
